Date;Station;Puits;Numero Serie;Etat test;Defaut;Temps test;Sequence;Isolation Phase/Neutre;Isolation Phase/Neutre_Val;Isolation Phase/Neutre_Min;Isolation Phase/Neutre_Max;Resistance PullUp/Sens1;Resistance PullUp/Sens1_Val;Resistance PullUp/Sens1_Min;Resistance PullUp/Sens1_Max;Resistance PullUp/Sens2;Resistance PullUp/Sens2_Val;Resistance PullUp/Sens2_Min;Resistance PullUp/Sens2_Max;Isolation 5V/Masse;Isolation 5V/Masse_Val;Isolation 5V/Masse_Min;Isolation 5V/Masse_Max;Mesure tension DC 5V;Mesure tension DC 5V_Val;Mesure tension DC 5V_Min;Mesure tension DC 5V_Max;Mesure consommation DC repos;Mesure consommation DC repos_Val;Mesure consommation DC repos_Min;Mesure consommation DC repos_Max;Mesure tension DC 8.8V;Mesure tension DC 8.8V_Val;Mesure tension DC 8.8V_Min;Mesure tension DC 8.8V_Max;Mesure tension DC 5V;Mesure tension DC 5V_Val;Mesure tension DC 5V_Min;Mesure tension DC 5V_Max;Mesure consommation repos;Mesure consommation repos_Val;Mesure consommation repos_Min;Mesure consommation repos_Max;Frequence optique;Frequence optique_Val;Frequence optique_Min;Frequence optique_Max;Etat bas optique;Etat bas optique_Val;Etat bas optique_Min;Etat bas optique_Max;Etat haut optique;Etat haut optique_Val;Etat haut optique_Min;Etat haut optique_Max;Etat indéterminé optique;Etat indéterminé optique_Val;Etat indéterminé optique_Min;Etat indéterminé optique_Max;Mesure consommation moteur allumé en Sens1;Mesure consommation moteur allumé en Sens1_Val;Mesure consommation moteur allumé en Sens1_Min;Mesure consommation moteur allumé en Sens1_Max;Step Description;Step Description_Val;Step Description_Min;Step Description_Max;SensMoteurAttendu [In];Mesure consommation moteur éteint en sens 1;Mesure consommation moteur éteint en sens 1_Val;Mesure consommation moteur éteint en sens 1_Min;Mesure consommation moteur éteint en sens 1_Max;Step Description;Step Description_Val;Step Description_Min;Step Description_Max;Final Loop Index;Final Loop Index_Val;Final Loop Index_Min;Final Loop Index_Max;Mesure consommation moteur allumé en Sens2;Mesure consommation moteur allumé en Sens2_Val;Mesure consommation moteur allumé en Sens2_Min;Mesure consommation moteur allumé en Sens2_Max;Mesure consommation moteur éteint en sens 1;Mesure consommation moteur éteint en sens 1_Val;Mesure consommation moteur éteint en sens 1_Min;Mesure consommation moteur éteint en sens 1_Max;Mesure consommation repos multimètre 2;Mesure consommation repos multimètre 2_Val;Mesure consommation repos multimètre 2_Min;Mesure consommation repos multimètre 2_Max
2016/02/18 16:07:01;FRALS0SNRWS177;2;041552-01_G-16048KIT2OBS3/;Passed;;40.556;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1244719.9;800000.0;2500000.0;Passed;122156.1;110000.0;130000.0;Passed;122212.0;110000.0;130000.0;Passed;5013.3;4000.0;8000.0;Passed;4.965;4.750;5.250;Passed;0.010867;0.007000;0.013000;Passed;8.791;8.000;9.600;Passed;4.962;4.750;5.250;Passed;0.008036;0.006500;0.009500;Passed;52.63289050615;45;55;Passed;49.74284552449;38;61;Passed;50.25715447551;39;62;Passed;0;0;1;Passed;0.528999;0.450000;0.750000;{0.528999}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008711;0.006000;0.010000;{0.008711}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509849;0.450000;0.750000;Passed;0.008232;0.006000;0.010000;Passed;0.008222;0.006000;0.010000
2016/02/18 16:28:04;FRALS0SNRWS177;2;041552-01_G-16047KIT2OA5N/;Passed;;41.153;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1217685.4;800000.0;2500000.0;Passed;120609.1;110000.0;130000.0;Passed;120728.0;110000.0;130000.0;Passed;5066.3;4000.0;8000.0;Passed;5.033;4.750;5.250;Passed;0.010739;0.007000;0.013000;Passed;8.761;8.000;9.600;Passed;5.030;4.750;5.250;Passed;0.008317;0.006500;0.009500;Passed;52.58016279;45;55;Passed;48.56161331779;38;61;Passed;51.39384325236;39;62;Passed;0.0445434298441;0;1;Passed;0.529040;0.450000;0.750000;{0.529040}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008899;0.006000;0.010000;{0.008899}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509649;0.450000;0.750000;Passed;0.008261;0.006000;0.010000;Passed;0.008254;0.006000;0.010000
2016/02/18 16:28:29;FRALS0SNRWS177;1;041552-01_G-16048KIT2OBSP/;Passed;;40.347;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1189992.1;800000.0;2500000.0;Passed;120286.9;110000.0;130000.0;Passed;120376.2;110000.0;130000.0;Passed;5072.7;4000.0;8000.0;Passed;4.962;4.750;5.250;Passed;0.010490;0.007000;0.013000;Passed;8.749;8.000;9.600;Passed;4.958;4.750;5.250;Passed;0.007930;0.006500;0.009500;Passed;52.03079541359;45;55;Passed;45.87563296748;38;61;Passed;54.03893898152;39;62;Passed;0.08542805100182;0;1;Passed;0.528319;0.450000;0.750000;{0.528319}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x5;0x3;0x5;1;Passed;0.008516;0.006000;0.010000;{0.008516}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509086;0.450000;0.750000;Passed;0.008033;0.006000;0.010000;Passed;0.008015;0.006000;0.010000
2016/02/18 16:29:00;FRALS0SNRWS177;2;041552-01_G-16048KIT2OBP6/;Passed;;39.453;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1140384.3;800000.0;2500000.0;Passed;120320.4;110000.0;130000.0;Passed;120255.1;110000.0;130000.0;Passed;5052.0;4000.0;8000.0;Passed;4.996;4.750;5.250;Passed;0.010875;0.007000;0.013000;Passed;8.725;8.000;9.600;Passed;4.994;4.750;5.250;Passed;0.007969;0.006500;0.009500;Passed;52.55749628018;45;55;Passed;46.4250147235;38;61;Passed;53.49341134024;39;62;Passed;0.08157393625425;0;1;Passed;0.528618;0.450000;0.750000;{0.528618}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x5;0x3;0x5;1;Passed;0.008582;0.006000;0.010000;{0.008582}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509498;0.450000;0.750000;Passed;0.008071;0.006000;0.010000;Passed;0.008061;0.006000;0.010000
2016/02/18 16:29:24;FRALS0SNRWS177;1;041552-01_G-16048KIT2OBRS/;Passed;;39.599;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1144315.9;800000.0;2500000.0;Passed;120202.3;110000.0;130000.0;Passed;120167.0;110000.0;130000.0;Passed;5080.9;4000.0;8000.0;Passed;5.000;4.750;5.250;Passed;0.008780;0.007000;0.013000;Passed;8.868;8.000;9.600;Passed;4.996;4.750;5.250;Passed;0.008041;0.006500;0.009500;Passed;52.79537685487;45;55;Passed;49.10862922772;38;61;Passed;50.89137077228;39;62;Passed;0;0;1;Passed;0.528223;0.450000;0.750000;{0.528223}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008652;0.006000;0.010000;{0.008652}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509318;0.450000;0.750000;Passed;0.008179;0.006000;0.010000;Passed;0.008186;0.006000;0.010000
2016/02/18 16:29:53;FRALS0SNRWS177;2;041552-01_G-16048KIT2OBSO/;Passed;;39.296;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1143279.8;800000.0;2500000.0;Passed;120286.2;110000.0;130000.0;Passed;120360.9;110000.0;130000.0;Passed;5046.2;4000.0;8000.0;Passed;4.955;4.750;5.250;Passed;0.010003;0.007000;0.013000;Passed;8.720;8.000;9.600;Passed;4.953;4.750;5.250;Passed;0.008094;0.006500;0.009500;Passed;53.49933552114;45;55;Passed;42.72922913165;38;61;Passed;57.27077086835;39;62;Passed;0;0;1;Passed;0.528644;0.450000;0.750000;{0.528644}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008697;0.006000;0.010000;{0.008697}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509657;0.450000;0.750000;Passed;0.008170;0.006000;0.010000;Passed;0.008164;0.006000;0.010000
2016/02/18 16:30:19;FRALS0SNRWS177;1;041552-01_G-16048KIT2OBT8/;Passed;;39.831;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1195521.4;800000.0;2500000.0;Passed;120295.1;110000.0;130000.0;Passed;120233.4;110000.0;130000.0;Passed;5767.1;4000.0;8000.0;Passed;5.005;4.750;5.250;Passed;0.010612;0.007000;0.013000;Passed;8.726;8.000;9.600;Passed;5.002;4.750;5.250;Passed;0.008066;0.006500;0.009500;Passed;52.17854810752;45;55;Passed;48.89681677485;38;61;Passed;51.10318322515;39;62;Passed;0;0;1;Passed;0.527986;0.450000;0.750000;{0.527986}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008615;0.006000;0.010000;{0.008615}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509137;0.450000;0.750000;Passed;0.008129;0.006000;0.010000;Passed;0.008122;0.006000;0.010000
2016/02/18 16:30:47;FRALS0SNRWS177;2;041552-01_G-16048KIT2OBXC/;Passed;;43.377;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1144286.2;800000.0;2500000.0;Passed;120209.6;110000.0;130000.0;Passed;120242.2;110000.0;130000.0;Passed;5093.9;4000.0;8000.0;Passed;5.040;4.750;5.250;Passed;0.010647;0.007000;0.013000;Passed;8.800;8.000;9.600;Passed;5.037;4.750;5.250;Passed;0.008041;0.006500;0.009500;Passed;52.73750887635;45;55;Passed;48.46822562191;38;61;Passed;51.49053726469;39;62;Passed;0.04123711340206;0;1;Passed;0.528545;0.450000;0.750000;{0.528545}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x4;0x3;0x5;1;Passed;0.008744;0.006000;0.010000;{0.008744}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509858;0.450000;0.750000;Passed;0.008305;0.006000;0.010000;Passed;0.008297;0.006000;0.010000
2016/02/18 16:31:15;FRALS0SNRWS177;1;041552-01_G-16048KIT2OBQS/;Passed;;39.632;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1145747.0;800000.0;2500000.0;Passed;120287.9;110000.0;130000.0;Passed;120220.8;110000.0;130000.0;Passed;5052.9;4000.0;8000.0;Passed;4.985;4.750;5.250;Passed;0.008495;0.007000;0.013000;Passed;8.867;8.000;9.600;Passed;4.982;4.750;5.250;Passed;0.008226;0.006500;0.009500;Passed;52.56528282863;45;55;Passed;54.5814823428;38;61;Passed;45.33329889274;39;62;Passed;0.08521876446405;0;1;Passed;0.528562;0.450000;0.750000;{0.528562}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x5;0x3;0x5;1;Passed;0.008745;0.006000;0.010000;{0.008745}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509358;0.450000;0.750000;Passed;0.008139;0.006000;0.010000;Passed;0.008147;0.006000;0.010000
2016/02/18 16:32:02;FRALS0SNRWS177;2;041552-01_G-16047KIT2OA59/;Passed;;39.100;C:\BancTest\Distrib\Specific\Mi2\041552_xx_G_MI2_CA105_E----_V13.seq;Passed;1134138.7;800000.0;2500000.0;Passed;120131.9;110000.0;130000.0;Passed;120174.4;110000.0;130000.0;Passed;5094.3;4000.0;8000.0;Passed;5.025;4.750;5.250;Passed;0.010541;0.007000;0.013000;Passed;8.852;8.000;9.600;Passed;5.023;4.750;5.250;Passed;0.008066;0.006500;0.009500;Passed;52.54170944545;45;55;Passed;40.91301407405;38;61;Passed;59.00187761862;39;62;Passed;0.08510830733053;0;1;Passed;0.528902;0.450000;0.750000;{0.528902}, Numeric Limit Test,  0.450000 <= x <= 0.750000, A, Call _Mesure courant secteur in <Current File>;0x5;0x3;0x5;1;Passed;0.008656;0.006000;0.010000;{0.008656}, Numeric Limit Test,  0.006000 <= x <= 0.010000, A, Call _Mesure courant secteur in <Current File>;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;1;0x1;x == 0x1, Call Lecture EtatBloqueParMicro in Mi2_DUTFunctions.seq;;Passed;0.509630;0.450000;0.750000;Passed;0.008002;0.006000;0.010000;Passed;0.007994;0.006000;0.010000
